# URI 2026 Dual Actuator TVC Experiment
# Mode: Circle
# Controller: PID
# Circle: tilt 10.0 deg, W1=0.2 rad/s
# Geometry[in]: H1=13.28 H2=9.51 R=6.2 ELL=0.6 measured=True
# TiltLimit: 45.0 deg   Ts: 0.002s   Duration: 60s
# t	e1	e2	x1	x2	xd1	xd2	u1	u2	phi	theta	tilt	dt	G11	G22	d1	d2	y1	y2
0.0020	0.00	0.00	2.0	-1.0	-4793.8	-348.8	-0.0000	-0.0000	-0.00004	-0.00008	0.005	0.002001	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0043	0.02	0.00	2.0	-1.0	-4793.8	-350.9	-0.0001	-0.0000	-0.00004	-0.00008	0.005	0.002348	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0060	0.04	0.00	2.0	-1.0	-4793.8	-352.4	-0.0002	-0.0000	-0.00004	-0.00008	0.005	0.001651	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0080	0.08	0.01	2.0	-1.0	-4793.8	-354.1	-0.0003	-0.0000	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0100	0.12	0.01	2.0	-1.0	-4793.8	-355.9	-0.0005	-0.0000	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0120	0.17	0.01	2.0	-1.0	-4793.8	-357.7	-0.0007	-0.0001	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0140	0.23	0.02	2.0	-1.0	-4793.8	-359.4	-0.0010	-0.0001	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0160	0.31	0.02	2.0	-1.0	-4793.8	-361.2	-0.0013	-0.0001	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0180	0.39	0.03	2.0	-1.0	-4793.8	-362.9	-0.0016	-0.0001	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0200	0.48	0.04	2.0	-1.0	-4793.8	-364.7	-0.0020	-0.0001	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0220	0.58	0.04	2.0	-1.0	-4793.8	-366.5	-0.0024	-0.0002	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0240	0.69	0.05	2.0	-1.0	-4793.8	-368.2	-0.0028	-0.0002	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0260	0.81	0.06	2.0	-1.0	-4793.7	-370.0	-0.0033	-0.0003	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0280	0.94	0.07	2.0	-1.0	-4793.7	-371.8	-0.0038	-0.0003	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0300	1.08	0.08	2.0	-1.0	-4793.7	-373.5	-0.0044	-0.0003	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0320	1.23	0.10	2.0	-1.0	-4793.7	-375.3	-0.0050	-0.0004	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0340	1.39	0.11	2.0	-1.0	-4793.7	-377.1	-0.0056	-0.0004	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0360	1.55	0.12	2.0	-1.0	-4793.7	-378.8	-0.0063	-0.0005	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0380	1.73	0.14	2.0	-1.0	-4793.7	-380.6	-0.0070	-0.0006	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0400	1.92	0.15	2.0	-1.0	-4793.7	-382.3	-0.0078	-0.0006	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0420	2.11	0.17	2.0	-1.0	-4793.6	-384.1	-0.0086	-0.0007	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0440	2.32	0.19	2.0	-1.0	-4793.6	-385.9	-0.0094	-0.0008	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0460	2.54	0.20	2.0	-1.0	-4793.6	-387.6	-0.0103	-0.0008	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0480	2.76	0.22	2.0	-1.0	-4793.6	-389.4	-0.0112	-0.0009	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0500	3.00	0.24	2.0	-1.0	-4793.6	-391.2	-0.0121	-0.0010	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0520	3.24	0.26	2.0	-1.0	-4793.6	-392.9	-0.0131	-0.0011	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0540	3.49	0.29	2.0	-1.0	-4793.5	-394.7	-0.0141	-0.0012	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0560	3.76	0.31	2.0	-1.0	-4793.5	-396.4	-0.0152	-0.0013	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0580	4.03	0.33	2.0	-1.0	-4793.5	-398.2	-0.0163	-0.0013	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0600	4.31	0.36	2.0	-1.0	-4793.5	-400.0	-0.0174	-0.0014	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0620	4.61	0.38	2.0	-1.0	-4793.5	-401.7	-0.0186	-0.0016	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0640	4.91	0.41	2.0	-1.0	-4793.4	-403.5	-0.0198	-0.0017	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0660	5.22	0.44	2.0	-1.0	-4793.4	-405.3	-0.0210	-0.0018	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0680	5.54	0.47	2.0	-1.0	-4793.4	-407.0	-0.0223	-0.0019	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0700	5.87	0.50	2.0	-1.0	-4793.4	-408.8	-0.0236	-0.0020	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0720	6.21	0.53	2.0	-1.0	-4793.3	-410.5	-0.0250	-0.0021	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0740	6.56	0.56	2.0	-1.0	-4793.3	-412.3	-0.0264	-0.0023	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0760	6.92	0.60	2.0	-1.0	-4793.3	-414.1	-0.0279	-0.0024	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0780	7.29	0.63	2.0	-1.0	-4793.3	-415.8	-0.0293	-0.0025	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0800	7.66	0.67	2.0	-1.0	-4793.2	-417.6	-0.0309	-0.0027	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0820	8.05	0.70	2.0	-1.0	-4793.2	-419.4	-0.0324	-0.0028	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0840	8.45	0.74	2.0	-1.0	-4793.2	-421.1	-0.0340	-0.0030	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0860	8.86	0.78	2.0	-1.0	-4793.2	-422.9	-0.0356	-0.0031	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0880	9.27	0.82	2.0	-1.0	-4793.1	-424.6	-0.0373	-0.0033	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0900	9.70	0.86	2.0	-1.0	-4793.1	-426.4	-0.0390	-0.0035	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0920	10.13	0.90	2.0	-1.0	-4793.1	-428.2	-0.0408	-0.0036	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0940	10.58	0.95	2.0	-1.0	-4793.0	-429.9	-0.0425	-0.0038	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0960	11.03	0.99	2.0	-1.0	-4793.0	-431.7	-0.0444	-0.0040	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.0980	11.49	1.04	2.0	-1.0	-4793.0	-433.5	-0.0462	-0.0042	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1000	11.97	1.08	2.0	-1.0	-4792.9	-435.2	-0.0481	-0.0044	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1020	12.45	1.13	2.0	-1.0	-4792.9	-437.0	-0.0500	-0.0046	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1040	12.94	1.18	2.0	-1.0	-4792.9	-438.7	-0.0520	-0.0048	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1060	13.44	1.23	2.0	-1.0	-4792.8	-440.5	-0.0540	-0.0050	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1080	13.95	1.28	2.0	-1.0	-4792.8	-442.3	-0.0561	-0.0052	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1100	14.47	1.34	2.0	-1.0	-4792.7	-444.0	-0.0582	-0.0054	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1120	15.00	1.39	2.0	-1.0	-4792.7	-445.8	-0.0603	-0.0056	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1140	15.54	1.45	2.0	-1.0	-4792.7	-447.6	-0.0625	-0.0058	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1160	16.09	1.50	2.0	-1.0	-4792.6	-449.3	-0.0647	-0.0060	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1180	16.65	1.56	2.0	-1.0	-4792.6	-451.1	-0.0669	-0.0063	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1200	17.22	1.62	2.0	-1.0	-4792.5	-452.8	-0.0692	-0.0065	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1220	17.80	1.68	2.0	-1.0	-4792.5	-454.6	-0.0715	-0.0068	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1240	18.38	1.75	2.0	-1.0	-4792.5	-456.4	-0.0738	-0.0070	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1260	18.98	1.81	2.0	-1.0	-4792.4	-458.1	-0.0762	-0.0073	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1280	19.58	1.87	2.0	-1.0	-4792.4	-459.9	-0.0787	-0.0075	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1300	20.20	1.94	2.0	-1.0	-4792.3	-461.7	-0.0811	-0.0078	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1320	20.82	2.01	2.0	-1.0	-4792.3	-463.4	-0.0836	-0.0081	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1340	21.46	2.08	2.0	-1.0	-4792.2	-465.2	-0.0862	-0.0083	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1360	22.10	2.15	2.0	-1.0	-4792.2	-466.9	-0.0887	-0.0086	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1380	22.75	2.22	2.0	-1.0	-4792.1	-468.7	-0.0914	-0.0089	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1400	23.41	2.29	2.0	-1.0	-4792.1	-470.5	-0.0940	-0.0092	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1420	24.09	2.37	2.0	-1.0	-4792.0	-472.2	-0.0967	-0.0095	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1440	24.77	2.44	2.0	-1.0	-4792.0	-474.0	-0.0994	-0.0098	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1460	25.46	2.52	2.0	-1.0	-4791.9	-475.8	-0.1022	-0.0101	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1480	26.16	2.60	2.0	-1.0	-4791.9	-477.5	-0.1050	-0.0104	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1500	26.86	2.68	2.0	-1.0	-4791.8	-479.3	-0.1078	-0.0108	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1520	27.58	2.76	2.0	-1.0	-4791.8	-481.0	-0.1107	-0.0111	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1540	28.31	2.85	2.0	-1.0	-4791.7	-482.8	-0.1136	-0.0114	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1560	29.05	2.93	2.0	-1.0	-4791.7	-484.6	-0.1166	-0.0118	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1580	29.79	3.02	2.0	-1.0	-4791.6	-486.3	-0.1196	-0.0121	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1600	30.55	3.10	2.0	-1.0	-4791.6	-488.1	-0.1226	-0.0125	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1620	31.31	3.19	2.0	-1.0	-4791.5	-489.9	-0.1257	-0.0128	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1640	32.09	3.28	2.0	-1.0	-4791.5	-491.6	-0.1288	-0.0132	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1660	32.87	3.38	2.0	-1.0	-4791.4	-493.4	-0.1319	-0.0136	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1680	33.66	3.47	2.0	-1.0	-4791.3	-495.1	-0.1351	-0.0139	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1700	34.47	3.57	2.0	-1.0	-4791.3	-496.9	-0.1383	-0.0143	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1720	35.28	3.66	2.0	-1.0	-4791.2	-498.7	-0.1415	-0.0147	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1740	36.10	3.76	2.0	-1.0	-4791.2	-500.4	-0.1448	-0.0151	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1760	36.93	3.86	2.0	-1.0	-4791.1	-502.2	-0.1481	-0.0155	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1780	37.77	3.96	2.0	-1.0	-4791.0	-504.0	-0.1515	-0.0159	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1800	38.61	4.07	2.0	-1.0	-4791.0	-505.7	-0.1549	-0.0163	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1820	39.47	4.17	2.0	-1.0	-4790.9	-507.5	-0.1583	-0.0167	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1840	40.34	4.28	2.0	-1.0	-4790.8	-509.2	-0.1618	-0.0172	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1860	41.21	4.39	2.0	-1.0	-4790.8	-511.0	-0.1653	-0.0176	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1880	42.10	4.50	2.0	-1.0	-4790.7	-512.8	-0.1689	-0.0180	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1900	42.99	4.61	2.0	-1.0	-4790.6	-514.5	-0.1725	-0.0185	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1920	43.90	4.72	2.0	-1.0	-4790.6	-516.3	-0.1761	-0.0189	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1940	44.81	4.83	2.0	-1.0	-4790.5	-518.0	-0.1797	-0.0194	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1960	45.73	4.95	2.0	-1.0	-4790.4	-519.8	-0.1834	-0.0199	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.1980	46.66	5.07	2.0	-1.0	-4790.4	-521.6	-0.1872	-0.0203	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2000	47.61	5.19	2.0	-1.0	-4790.3	-523.3	-0.1909	-0.0208	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2020	48.56	5.31	2.0	-1.0	-4790.2	-525.1	-0.1947	-0.0213	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2040	49.51	5.43	2.0	-1.0	-4790.2	-526.9	-0.1986	-0.0218	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2060	50.48	5.56	2.0	-1.0	-4790.1	-528.6	-0.2024	-0.0223	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2080	51.46	5.68	2.0	-1.0	-4790.0	-530.4	-0.2064	-0.0228	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2100	52.45	5.81	2.0	-1.0	-4789.9	-532.1	-0.2103	-0.0233	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2120	53.44	5.94	2.0	-1.0	-4789.9	-533.9	-0.2143	-0.0238	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2140	54.45	6.07	2.0	-1.0	-4789.8	-535.7	-0.2183	-0.0244	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2160	55.46	6.21	2.0	-1.0	-4789.7	-537.4	-0.2224	-0.0249	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2180	56.48	6.34	2.0	-1.0	-4789.6	-539.2	-0.2265	-0.0254	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2200	57.51	6.48	2.0	-1.0	-4789.6	-540.9	-0.2306	-0.0260	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2220	58.55	6.62	2.0	-1.0	-4789.5	-542.7	-0.2348	-0.0266	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2240	59.60	6.76	2.0	-1.0	-4789.4	-544.5	-0.2390	-0.0271	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2260	60.66	6.90	2.0	-1.0	-4789.3	-546.2	-0.2432	-0.0277	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2280	61.73	7.05	2.0	-1.0	-4789.3	-548.0	-0.2475	-0.0283	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2300	62.81	7.19	2.0	-1.0	-4789.2	-549.8	-0.2518	-0.0289	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2320	63.90	7.34	2.0	-1.0	-4789.1	-551.5	-0.2562	-0.0294	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2340	64.99	7.49	2.0	-1.0	-4789.0	-553.3	-0.2606	-0.0300	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2360	66.09	7.64	2.0	-1.0	-4788.9	-555.0	-0.2650	-0.0307	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2380	67.21	7.80	2.0	-1.0	-4788.9	-556.8	-0.2694	-0.0313	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2400	68.33	7.95	2.0	-1.0	-4788.8	-558.6	-0.2739	-0.0319	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2420	69.46	8.11	2.0	-1.0	-4788.7	-560.3	-0.2785	-0.0325	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2440	70.60	8.27	2.0	-1.0	-4788.6	-562.1	-0.2830	-0.0332	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2460	71.75	8.43	2.0	-1.0	-4788.5	-563.8	-0.2876	-0.0338	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2480	72.91	8.59	2.0	-1.0	-4788.4	-565.6	-0.2923	-0.0345	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2500	74.08	8.76	2.0	-1.0	-4788.3	-567.4	-0.2970	-0.0351	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2520	75.25	8.92	2.0	-1.0	-4788.3	-569.1	-0.3017	-0.0358	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2540	76.44	9.09	2.0	-1.0	-4788.2	-570.9	-0.3064	-0.0365	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2560	77.63	9.26	2.0	-1.0	-4788.1	-572.6	-0.3112	-0.0372	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2580	78.83	9.44	2.0	-1.0	-4788.0	-574.4	-0.3160	-0.0378	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2600	80.05	9.61	2.0	-1.0	-4787.9	-576.2	-0.3209	-0.0385	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2620	81.27	9.79	2.0	-1.0	-4787.8	-577.9	-0.3258	-0.0393	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2640	82.50	9.97	2.0	-1.0	-4787.7	-579.7	-0.3307	-0.0400	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2660	83.73	10.15	2.0	-1.0	-4787.6	-581.4	-0.3356	-0.0407	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2680	84.98	10.33	2.0	-1.0	-4787.5	-583.2	-0.3406	-0.0414	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2700	86.24	10.51	2.0	-1.0	-4787.4	-585.0	-0.3457	-0.0422	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2720	87.50	10.70	2.0	-1.0	-4787.3	-586.7	-0.3507	-0.0429	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2740	88.78	10.89	2.0	-1.0	-4787.2	-588.5	-0.3558	-0.0437	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2760	90.06	11.08	2.0	-1.0	-4787.1	-590.2	-0.3610	-0.0444	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2780	91.35	11.27	2.0	-1.0	-4787.0	-592.0	-0.3661	-0.0452	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
0.2800	92.65	11.47	2.0	-1.0	-4787.0	-593.8	-0.3713	-0.0460	-0.00004	-0.00008	0.005	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
